Original - codPostal,Original - nomeRegiao,Original - agrupamento,Original - nomeAgrupamento,Original - email,Original - latitude,Original - longitude,Original - codPostalDescricao,Original - morada,Original - nomeNucleo,Original - site
2205-019,Portalegre-Castelo Branco,0697,Rossio ao Sul do Tejo,geral.697@escutismo.pt,39.4477199,-8.191238499999999,Abrantes,"Rua Almirante Reis, 53",,
2125-119,Santarém,0698,Marinhais,geral.698@escutismo.pt,39.0556244,-8.7294947,Marinhais,"Estrada Nacional 367, nº276",,
2855-235,Setúbal,0699,Miratejo,geral@agr699.cne-escutismo.pt,38.6547455,-9.1456941,Corroios,"Rua das Gémeas, 23",,http://agr699.blogspot.pt
3510-000,Viseu,0700,Vildemoinhos,geral@agr700.cne-escutismo.pt,40.6574496,-7.931063399999999,Viseu,"Travessa São João, 27",,
4810-227,Braga,0702,Mesão Frio,agrupamento702mesaofrio@gmail.com,41.4528982,-8.2646497,Guimarães,Largo da Igreja,Guimarães,http://agr702.cne-escutismo.pt
4810-600,Braga,0703,Infantas,geral.703@escutismo.pt,41.4231186,-8.2443986,Infantas GMR,"Largo das Infantas, 386",Guimarães,
2735-400,Lisboa,0704,Mira Sintra,geral.704@escutismo.pt,38.7680374,-9.298784899999999,Agualva-Cacém,"Largo da Igreja, traseiras - Igreja Paroquial de Mira Sintra",Serra da Lua,www.agr704.cne-escutismo.pt
1500-045,Lisboa,0705,São Domingos de Benfica,cne_705@yahoo.com,38.7390102,-9.177670299999999,Lisboa,Rua António Macedo nº 1 (Sala Polivalente),Lisboa Ocidental,http://www.agrupamento705.org
2250-083,Portalegre-Castelo Branco,0707,Santa Margarida-Campo Militar,geral.707@escutismo.pt,39.4163891,-8.312954099999999,Constância,Rua de Santo António,,
5000-266,Vila Real,0708,Mateus,geral.708@escutismo.pt,41.3017939,-7.711534599999999,VILA REAL,Centro Social e Paroquial de Mateus,,
9760-179,Açores,0709,Fonte do Bastardo,almeida_anapaula@hotmail.com,38.7056565,-27.0567837,Praia da Vitória,Rua do Meio,Terceira,
2475-202,Lisboa,0710,Benedita,cne-agr710@iol.pt,39.4061426,-8.961688499999999,Benedita,"Centro Comunitário
Paróquia de Benedita
Rua do Centro Comunitário",Oeste,
3350-151,Coimbra,0711,Vila Nova de Poiares,geral@agr711.cne-escutismo.pt,40.2107667,-8.259069999999999,Vila Nova de Poiares,Vila Nova de Poiares,Mondego-Sul,
9760-663,Açores,0713,São Brás,geral@agr713.cne-escutismo.pt,38.7339162,-27.0646976,Praia da Vitória,"Rua Padre Abílio Morais,14",Terceira,
8200-923,Algarve,0714,Albufeira,geral.714@escutismo.pt,37.0987248,-8.2415693,Albufeira,"Rua da Figueira, nº20 r/c, Quinta da Palmeira",,http://www.agr714.cne-escutismo.pt/
8400-014,Algarve,0715,Estombar,geral@agr715.cne-escutismo.pt,37.1459402,-8.4855693,Estombar,"Largo Luís de Camões nº 20 
Bairro da Boa Esperança",,www.715estombar.com ou www.agr715.cne-escutismo.pt
3460-355,Viseu,0716,Nandufe,geral.716@escutismo.pt,40.5413466,-8.0765365,Tondela,"Largo do Povo, Nº12 Nandufe",,
9700-351,Açores,0717,Feteira,antoniosousa_717@hotmail.com,38.6635375,-27.2293969,Angra do Heroísmo,Canada da Junta,Terceira,
2975-160,Setúbal,0718,Quinta do Conde,geral@agr718.cne-escutismo.pt,38.5554044,-9.0430504,Quinta do Conde,Igreja de Nossa Senhora da Boa Água - Rua de S. Tiago,,www.agr718.cne-escutismo.pt
2840-455,Setúbal,0719,Arrentela,geral.719@escutismo.pt,38.6342853,-9.093542299999999,Seixal,Rua Violante do Céu - Vale da Romeira,,http://www.agr719.cne-escutismo.pt
9630-161,Açores,0720,São Jorge Vila de Nordeste,claudia.j.botelho@hotmail.com,37.828692,-25.146312,Nordeste,Complexo Desportivo Municipal do Nordeste,São Miguel,
6100-251,Portalegre-Castelo Branco,0721,Cernache do Bonjardim,geral.721@escutismo.pt,39.8169193,-8.184938299999999,Cernache do Bonjardim,Rua Padre Cândido Teixeira - Edificio Antiga escola primária,,
7540-909,Beja,0722,Santiago do Cacém,geral@agr722.cne-escutismo.pt,38.0162314,-8.695676799999999,Santiago do Cacém,Praça Conde Bracial,,http://www.cne722stc.pt.vu/
4755-232,Braga,0724,Gilmonde,geral.724@escutismo.pt,41.5093797,-8.6545583,Gilmonde,Rua dos Escuteiros n.º 100,Barcelos,
4715-464,Braga,0725,Pedralva,geral.725@escutismo.pt,41.547783,-8.3619992,Pedralva,Avenida da Igreja,Braga,
4830-198,Braga,0726,Fonte Arcada,fernandes.asf@iol.pt,41.5790797,-8.247112399999999,Fontarcada PVL,"Av. Padre David Novais, 202",Póvoa de Lanhoso,
4990-643,Viana Castelo,0728,São Martinho,geral.728@escutismo.pt,41.6234427,-8.523469499999999,Ponte Lima,"Rua da Igreja Paroquial, nº.9",,
2750-351,Lisboa,0729,Cascais,cascais729@gmail.com,38.6989927,-9.430373599999999,Cascais,"Parque Urbano da Ribeira dos MochosRua Franklim Lamas, 142",Barra,
3070-499,Coimbra,0731,Seixo de Mira,geral@agr731.cne-escutismo.pt,40.4678599,-8.721875599999999,Seixo - Mira,"Rua da Creche, 59
Cabeças Verdes",Beira-Mar,http://agr731.cne-escutismo.pt/
6320-658,Guarda,0732,Soito,geral.732@escutismo.pt,40.35802899999999,-6.9612422,Soito,Rua de Trás da Igreja,,
2450-316,Lisboa,0735,Valado dos Frades,cne.agrup735@gmail.com,39.5834808,-9.020097,Valado dos Frades,"Centro Paroquial - Rua dos Dadores de Sangue, nº6",Oeste,
7100-111,Évora,0736,Estremoz,geral.736@escutismo.pt,38.8425123,-7.588837799999999,Estremoz,Igreja de São Francisco de Assis - Largo dos Combatentes da Grande Guerra,,
2415-544,Leiria,0737,Marrazes,geral.737@escutismo.pt,39.868842,-8.6029079,Leiria,"Estrada de Santiago, 1 - Casa da Palmeira",,http://agr737.cne-escutismo.pt/
9500-451,Açores,0739,Fajã de Baixo,cne-agrupamento-739@sapo.pt,37.761310,-25.648799,Ponta Delgada,Rua do Monte,São Miguel,http://agrupamento739.planetaclix.pt/
4200-323,Porto,0740,Areosa,geral@agr740.cne-escutismo.pt,41.5653994,-8.4864663,Porto,Rua da Igreja da Areosa - Igreja,Cid. Porto,
7490-251,Évora,0743,Mora,agrupamento743_secretaria@live.com.pt,38.9447059,-8.1659773,Mora,"Rua 1.º Dezembro, 26",,
7520-102,Beja,0744,Sines,egidiorferreira@gmail.com,37.9576452,-8.864188499999999,Sines,"Avenida Domingos Rodrigues Pablo, 2B",,
4560-123,Porto,0747,Galegos,agrup747galegos@hotmail.com,41.1610792,-8.3150878,Galegos PNF,Salão Paroquial de Galegos - Rua da Igreja,Este,https://www.facebook.com/Agrupamento747Galegos/
2725-061,Lisboa,0752,Algueirão,agrupamento752@gmail.com,38.8043014,-9.338836299999999,Mem Martins,Largo da Igreja,Serra da Lua,
2510-086,Lisboa,0753,Óbidos,"agr753obidos@gmail.com, secretaria753@gmail.com",39.3491468,-9.1400807,Óbidos,Igreja Paroquial de São Pedro,Oeste,www.agr753.jimdo.com
7700-030,Beja,0754,Almodôvar,geral@agr754.cne-escutismo.pt,37.5143829,-8.0585237,Almodôvar,"Rua da Constituição, 1",,
5070-046,Vila Real,0756,Alijó,geral.756@escutismo.pt,41.2772797,-7.477030200000001,ALIJÓ,Rua Dr. Henrique Pereira - Casa Paroquial 23 R/C,,
1300-605,Lisboa,0757,Alcantara,geral.757@escutismo.pt,38.7068351,-9.186074,Lisboa,Capela do Alto de Santo Amaro,Lisboa Ocidental,
1950-426,Lisboa,0760,Beato,geral.760@escutismo.pt,38.7296537,-9.1084855,Lisboa,"Calçada Grilo, 2",Oriental,http://members.tripod.com.br/760beato/
2405-999,Leiria,0762,Maceira,geral.762@escutismo.pt,39.6841793,-8.8849997,Maceira LRA,"Rua de Santo Amaro, 8",,
4715-462,Braga,0763,Este São Pedro,agrup763estespedro@gmail.com,41.5621907,-8.370325299999999,Braga,Largo Padre Borralheiro,Braga,
4595-437,Porto,0765,Seroa,geral.765@escutismo.pt,41.26401730000001,-8.426821799999999,Seroa,Rua da Igreja,Este,
9650-422,Açores,0766,Povoação,cne_agr766@sapo.pt,37.746842,-25.247226,Povoação,"Rua Infante Sagres, 30",São Miguel,
9680-444,Açores,0767,Ponta Garça,marcob@iol.pt,37.716054,-25.37562,Vila Franca Campo,"Rua da Canadinha, 12",São Miguel,
9930-909,Açores,0770,Lajes do Pico,anaprata@iol.pt,38.387258,-28.238191,Lajes do Pico,Terras,Pico,
9800-544,Açores,0771,Velas,geral@agr771.cne-escutismo.pt,38.679678,-28.209156,Velas,Rua D. Beatriz de Melo,São Jorge,
2626-909,Lisboa,0773,Póvoa de Santa Iria,agrupamento@773psi.net,38.8650952,-9.0748029,Póvoa de Santa Iria,Quinta da Piedade,Solarius,http://www.773psi.net
2790-445,Lisboa,0774,Queijas,queijas774cne@gmail.com,38.7163664,-9.2624054,Queijas,"Praceta das Várzeas, Nº 13",Barra,
2410-085,Leiria,0776,Cruz da Areia,geral.776@escutismo.pt,39.7294251,-8.8115972,Leiria,R. Professor António José Saraiva,,
5370-132,Bragança,0777,Cachão,geral.777@escutismo.pt,41.3864206,-7.165303199999999,Frechas,Casa da Cultura do CachãoAntigo Infantário do Cachão,,http://www.facebook.com/cne777cachao
3800-000,Aveiro,0779,Cacia,geral.779@escutismo.pt,40.6885973,-8.600026699999999,Cacia,Rua Dr. Alberto Souto,,www.agrupamento779cacia.com
4660-370,Lamego,0780,São Martinho de Mouros,geral@agr780.cne-escutismo.pt,41.1033672,-7.8971879,São Martinho de Mouros,Feira Nova,,
5100-000,Lamego,0781,Avões,geral.781@escutismo.pt,41.1157771,-7.832684,Lamego,Rua do Couto Avões de Cá,,
5130-367,Lamego,0783,São João da Pesqueira,gato_toninho@hotmail.com,41.14773810000001,-7.405053300000001,São João da Pesqueira,Rua D. Afonso III de Leão,,
4750-558,Braga,0785,Manhente,geral.785@escutismo.pt,41.5469321,-8.574189199999999,Barcelos,Rua da Igreja,Barcelos,
4990-810,Viana Castelo,0787,Vitorino dos Piães,geral@agr787.cne-escutismo.pt,41.7863113,-8.647273799999999,Ponte Lima,Igreja,,http://agr787.cne-escutismo.pt
5160-294,Bragança,0788,Torre de Moncorvo,agr788moncorvo@gmail.com,41.1728204,-7.0524989,Moncorvo,"Rua Dr. Margarido, S/M",,
3750-432,Aveiro,0789,Fermentelos,geral.789@escutismo.pt,40.5687114,-8.5255326,Fermentelos,"Rua da Escola, nr.15 A",,
4505-000,Porto,0790,Fiães,agrupamento790@gmail.com,40.9972406,-8.5236915,Fiães,"Rua da Barroca, nº 84",Terras de Santa Maria,https://agrupamento790.wordpress.com/
4950-000,Viana Castelo,0791,Monção,geral.791@escutismo.pt,42.0791638,-8.4801667,Monção,Avenida dos Neris,,agr791.cne-escutismo.pt/
9760-051,Açores,0793,Biscoitos,dianascout@gmail.com,38.7921433,-27.2587935,Biscoitos,"Largo Francisco Maria Brum, 3",Terceira,
3810-163,Aveiro,0794,Vilar,geral.794@escutismo.pt,40.6261401,-8.6322017,Aveiro,"Rua Sta. Eufêmia, 59",,http://www.agr794.cne-escutismo.pt/
3040-000,Coimbra,0796,Bordalo,geral@agr796.cne-escutismo.pt,40.1937843,-8.4474065,Coimbra,"Rua da Fundação nº 2, 6 e 8",Mondego-Sul,
2780-136,Lisboa,0797,Nova Oeiras,emno797.geral@gmail.com,38.692116,-9.321850099999999,Oeiras,"Igreja Paroquial de Nova Oeiras.Rua Monsenhor Ferreira de Melo, Alameda Conde Oeiras.",Barra,
9560-314,Açores,0798,Cabouco,cne.escut.agrup.798@hotmail.com,37.760797,-25.569780,Cabouco São Miguel,"Canada do Canejo, s/n",São Miguel,
9545-149,Açores,0800,Capelas,rodrifrack@gmail.com,37.837651,-25.688179,Capelas,"Rua Nossa Senhora da Apresentação, 26",São Miguel,
6230-804,Guarda,0801,Valverde,geral.801@escutismo.pt,40.137963,-7.501077299999999,Fundão,Estrada Nacional 343 - Casa Paroquial - 19 A,,
2800-613,"41.5135695,-8.3136957Setúbal",0802,Pragal,geral@agr802.cne-escutismo.pt,38.6670699,-9.1874531,Caparica,"Quinta São Francisco Borja - Rua das Quintas, 9 - 11",,http://www.cne802.org
9700-222,Açores,0803,São Carlos,agrupamento803cne@gmail.com,38.6635375,-27.2293969,Angra do Heroísmo,Largo da Igreja de São Carlos,Terceira,
4990-240,Viana Castelo,0807,Arcozelo,geral.807@escutismo.pt,41.783544,-8.5850244,Ponte de Lima,Faldejães,,http://agr807.cne-escutismo.pt
9950-000,Açores,0808,Candelária,agrupamento808.cne@gmail.com,38.5298862,-28.5185092,Madalena - Pico,Rua da Cruz,Pico,
4990-750,Viana Castelo,0809,Rebordões Santa Maria,geral.809@escutismo.pt,41.7213233,-8.5780695,Rebordões Santa Maria,Rua da Igreja,,
4715-108,Braga,0810,Nogueiró,geral@agr810.cne-escutismo.pt,41.5500987,-8.388531,BRAGA,"Rua da Igreja, 6 residência Paroquial Nogueiró",Braga,http://agr810.cne-escutismo.pt/
4730-320,Braga,0811,Oleiros,geral@agr811.cne-escutismo.pt,41.6187744,-8.500796299999999,Oleiros,"Rua de S. Sebastião, nº 400",Vila Verde,
4740-572,Braga,0813,Marinhas,geral@agr813.cne-escutismo.pt,41.5584685,-8.7816601,Marinhas,"Rua da Várzea, 1",Cego do Maio,
4810-167,Braga,0814,Nossa Senhora da Conceição,geral.814@escutismo.pt,41.4543092,-8.3094907,Guimarães,"Rua Nossa Senhora Conceição, 787",Guimarães,
4705-726,Braga,0815,Figueiredo,cnefigueiredo@sapo.pt,41.5106131,-8.445503,Figueiredo Brg,"Rua do Paço, 1",Braga,http://cnefigueiredo.no.sapo.pt/
4820-830,Braga,0816,Santo Estevão,joseribeiro64@hotmail.com,41.483407,-8.1769929,Fafe,Vinhos - Rua da Igreja,Fafe,
4830-755,Braga,0817,Taíde,geral.817@escutismo.pt,41.5577291,-8.220181,Taíde,Rua de Porto d'ave n.º1324,Póvoa de Lanhoso,
4820-000,Braga,0818,Travassós,norfralves@hotmail.com,41.4508217,-8.172861899999999,Fafe,Praça Monsenhor Albano Teixeira,Fafe,
3840-421,Aveiro,0822,Vagos,geral.822@escutismo.pt,40.5605582,-8.6861415,Vagos,Rua Padre Manuel Carvalho e Silva - Nossa Senhora de Vagos,,
2600-000,Lisboa,0823,Vila Franca de Xira,cne823vfx@hotmail.com,38.9564504,-8.989531400000001,Vila Franca de Xira,"Largo Conde Ferreira, 1",Solarius,
3870-304,Aveiro,0824,Torreira,agrup.cne.torreira@gmail.com,40.7606812,-8.7052604,Torreira,"Estrada Nacional 327,  Nº 213",,
9200-075,Madeira,0825,Machico,geral.825@escutismo.pt,32.7318412,-16.791291,Machico,"Rua Francisco Álvares de Nóbrega (Camões Pequeno), n.º 46 A",,
3840-000,Aveiro,0826,Fonte Angeão,geral@agr826.cne-escutismo.pt,40.4398847,-8.673744599999999,Fonte de Angeão,Rua da Escola,,
4905-102,Braga,0829,Fragoso,geral.829@escutismo.pt,41.6114962,-8.6964129,Fragoso,Largo da Igreja,Barcelos,
4805-603,Braga,0830,Briteiros Santo Estêvão,geral.830@escutismo.pt,41.5135695,-8.3136957,Briteiros Santo Estevão,"Rua Santo Estevão, 220",Guimarães,http://agr830.cne-escutismo.pt
1170-286,Lisboa,0834,Anjos,agrupamento834anjos@gmail.com,38.7234594,-9.133904299999999,Lisboa,Rua Palmira nº 18 e Rua Maria Andrade nº 31,Oriental,
2840-013,Setúbal,0835,Casal do Marco,geral.835@escutismo.pt,38.6410676,-9.0975,Seixal,Avenida 1º Maio - Igreja Nossa Senhora Paz,,https://www.facebook.com/Agrupamento-835-Casal-do-Marco-361926393887660/
3780-403,Aveiro,0836,Avelãs de Cima,geral.836@escutismo.pt,40.4878721,-8.401723,Avelãs de Cima,"Rua João de Deus Cristo, nº 1",,
2305-417,Santarém,0837,Cem Soldos,geral@agr837.cne-escutismo.pt,39.5865614,-8.4529649,Madalena TMR,"Casal do Marco, 32",,www.agr837cemsoldos.webs.com/
3850-011,Aveiro,0838,Nª Sª Socorro _ Albergaria-a-Velha,geral.838@escutismo.pt,40.6894236,-8.479665499999999,Albergaria-a-Velha,Rua Dr. Alexandre Albuquerque (antiga Escola Primária),,
5445-156,Vila Real,0839,Carrazedo de Montenegro,geral@agr839.cne-escutismo.pt,41.5631413,-7.426715400000001,CARRAZEDO DE MONTENEGRO,"Largo da Praça, 17",,
5050-326,Vila Real,0840,Moura Morta,geral.840@escutismo.pt,41.19684609999999,-7.834453000000001,MOURA MORTA PRG,Moura Morta,,
4795-496,Porto,0842,São Martinho do Campo,agr842direccao@gmail.com,41.3586221,-8.3671174,São Martinho do Campo,Travessa da Escola Secundária,Norte,
7580-143,Évora,0844,Alcácer do Sal,correiaisac@hotmail.com,38.3725756,-8.5110695,Alcácer do Sal,"Bairro de S. Francisco - Rua do Cemitério, R/C",,
9800-328,Açores,0847,São João Bosco,mlopesleonor@sapo.pt,38.6803776,-28.1854042,Santo Amaro,Canada Santo Amaro,São Jorge,
1050-000,Lisboa,0848,Nossa Senhora do Rosário de Fátima,geral.848@escutismo.pt,38.7346077,-9.149766399999999,Lisboa,"Complexo Paroquial Nossa Senhora de Fátima, Av. de Berna Porta 7",Oriental,http://www.agr848.org/
9875-020,Açores,0849,Santo Antão,lizuartebrasil@sapo.pt,38.541547,-27.808987,Santo Antão,Sede dos Escuteiros - Santo Antão,São Jorge,
3840-000,Aveiro,0850,S. Pedro de Calvão,soninacio@hotmail.com,40.4778307,-8.700662299999999,Calvão VGS,Rua Padre Batista,,
3840-322,Aveiro,0851,Ponte de Vagos,dariofaria851@gmail.com,40.4801932,-8.675095300000001,Ponte de Vagos,"Rua Principal de Carvalhais, 113",,
5040-444,Vila Real,0852,Vila Marim,manuel_bf@sapo.pt,41.1822776,-7.8594705,VILA MARIM MSF,"Rua do Ladario, 511",,
3750-755,Aveiro,0853,Travassô,geral.853@escutismo.pt,40.5950905,-8.503219399999999,Travassô - Águeda,Travessa João Baptista,,
4465-703,Porto,0854,Leça do Balio,geral.854@escutismo.pt,41.2059433,-8.6204845,Leça do Balio,Largo do Mosteiro,Litoral,http://agr854.cne-escutismo.pt
4830-383,Braga,0856,Louredo,agrupamento856_louredo@hotmail.com,41.5481344,-8.292568899999999,Póvoa de Lanhoso,Rua Divino Salvador nº208 Louredo,Póvoa de Lanhoso,
4890-044,Braga,0857,Arnoia,geral.857@escutismo.pt,41.37536,-8.018695299999999,Arnoia,Alameda Professor Álvaro Machado,Fafe,http://agr857.cne-escutismo.pt/
4815-138,Braga,0858,Lordelo,cne_858lordelo@hotmail.com,41.3727928,-8.380956599999999,Lordelo GMR,Largo dos Poetas nº 10,Guimarães,
3220-195,Coimbra,0859,Miranda do Corvo,geral@agr859.cne-escutismo.pt,40.09283509999999,-8.334728600000002,Miranda do Corvo,"Rua de São Mateus, 2",Mondego-Sul,
3560-049,Viseu,0862,Ferreira de Aves,g8santos@hotmail.com,40.79059060000001,-7.6911741,Ferreira de Aves,"Av. Marqueses de Ferreira, nº 1047",,http://agrup862.yolasite.com/
4850-000,Braga,0863,Cantelães,geral@agr863.cne-escutismo.pt,41.6401212,-8.130447799999999,Vieira do Minho,Assento - Cantelães,Vieira do Minho,
4730-300,Braga,0865,Moure,cne865moure@gmail.com,,,Moure VVD,Centro Cultural,Vila Verde,
4850-234,Braga,0866,Mosteiro,geral@agr866.cne-escutismo.pt,41.6181553,-8.1362021,Mosteiro,Igreja Mosteiro,Vieira do Minho,
2380-025,Santarém,0867,Alcanena,geral.867@escutismo.pt,39.4591,-8.6671695,Alcanena,"Complexo Paroquial Jubileu 2000 R. Padre Abílio da Silva Franco, 101",,http://agr867.cne-escutismo.pt/
3460-456,Viseu,0868,São Miguel do Outeiro,geral.868@escutismo.pt,40.5877747,-8.027661499999999,São Miguel do Outeiro,"Rua Nossa Senhora da Conceição, 17",,
2460-643,Lisboa,0869,São Martinho do Porto,geral.869@escutismo.pt,39.5152784,-9.1179465,São Martinho Porto,Rua Condessa de Avelar,Oeste,
4755-552,Braga,0870,Vila Seca,jdfaria@sapo.pt,41.5017144,-8.684792,Vila Seca BCL,Rua da Bemposta,Barcelos,
3885-000,Porto,0871,Esmoriz,geral.871@escutismo.pt,40.9580147,-8.626692199999999,Esmoriz,Centro Paroquial de Esmoriz,Terras de Santa Maria,
5070-000,Vila Real,0872,Favaios,geral@agr872.cne-escutismo.pt,41.2668153,-7.500011700000001,FAVAIOS,"Edificio da Escola Primária
Largo Teixeira de Sousa",,
4560-000,Porto,0873,Urrô,agrupamento873urro.cne@gmail.com,41.1754689,-8.3308646,Penafiel,Igreja de Urrô,Este,
3300-019,Coimbra,0874,Arganil,geral@agr874.cne-escutismo.pt,40.218499,-8.053790899999999,Arganil,Igreja Paroquial - Cave Esquerda,Centro-Norte,cne874arganil.Wix.com/escuteirosarganil
3020-422,Coimbra,0876,São Paulo de Frades,geral.876@escutismo.pt,40.2516827,-8.396843199999999,Coimbra,"Centro de Cultura e Recreio de Vale da Luz e Casal da RosaRua 25 de Abril, nº280",Centro-Norte,www.agr876.cne-escutismo.pt
2400-000,Leiria,0877,Pousos,geral.877@escutismo.pt,39.74953310000001,-8.807682999999999,Leiria,Rua Casa do Guarda Florestal - Casa do Guarda Florestal Charneca do Bailadouro,,
3830-460,Aveiro,0878,Costa Nova,anare.pt@gmail.com,40.6182615,-8.7508991,Ílhavo,Igreja Nossa Senhora da Saúde - Av. Nossa Sra. da Saúde,,
2620-158,Lisboa,0879,Póvoa de Santo Adrião,geral.879@escutismo.pt,38.799986,-9.1628673,Póvoa de Santo Adrião,Praceta Manuel Pereira S/N,Moinhos de Vento,http://agr879cne.blogspot.com/
3400-058,Coimbra,0880,Oliveira do Hospital,geral.880@escutismo.pt,40.3608614,-7.862203200000001,Oliveira do Hospital,Parque do MandanelhoAvenida Doutor Carlos Campos,Centro-Norte,
4800-900,Braga,0882,Prazins - Sto Tirso,cneprazins2012@gmail.com,41.48843730000001,-8.3052587,Santo Tirso de Prazins GMR,Rua da Igreja,Guimarães,
4805-148,Braga,0883,Briteiros,agrupamento883@gmail.com,41.507579,-8.355423799999999,Briteiros Santa Leocádia,Rua da Igreja,Guimarães,
4835-489,Braga,0884,Nespereira,dppalmeida@gmail.com,41.4064953,-8.325638399999999,Nespereira,"Largo Padre Benardino Ribeiro Fernandes, 9",Guimarães,
4810-858,Braga,0886,Serzedo,geral.886@escutismo.pt,41.6181553,-8.1362021,Serzedo GMR,"Rua de S. Miguel, 843",Guimarães,
1200-703,Lisboa,0888,Estrela,geral.888@escutismo.pt,38.7097853,-9.1610628,Lisboa,"Rua da Lapa, 100",Lisboa Ocidental,http://888.escutismo.pt
7005-000,Évora,0890,Évora,geral.890@escutismo.pt,38.571431,-7.913501999999999,Évora,Bairro do Degebe - Antiga Escola Primária,,http://www.agrupamento890.com
3105-057,Coimbra,0891,Carriço,geral@agr891.cne-escutismo.pt,39.979771,-8.8251554,Carriço,Rua Mata do Urso,Beira-Mar,
4510-283,Porto,0892,São Pedro da Cova,geral@agr892.cne-escutismo.pt,41.1098729,-8.525224,São Pedro da Cova,"Igreja Paroquial de S. Pedro da cova
Rua da Igreja",Centro Norte,http://agr892.cne-escutismo.pt
3045-116,Coimbra,0893,Fala,geral.893@escutismo.pt,40.2010852,-8.462972799999999,Coimbra,Rua da República S/N- Fala,Mondego-Sul,http://agr893.cne-escutismo.pt
7050-160,Évora,0894,Montemor-o-Novo,geral.894@escutismo.pt,38.6474281,-8.2120072,Montemor-o-Novo,Carreira de S. Francisco nº 10,,http://agr894.cne-escutismo.pt
2695-722,Lisboa,0895,São João da Talha,geral.895@escutismo.pt,38.8232451,-9.0934404,São João da Talha,"Rua Deputado Pedro Botelho Neves, 54",Moinhos de Vento,http://agr895.cne-escutismo.pt/
4820-770,Braga,0899,Serafão,leonelportela@sapo.pt,41.5425871,-8.216066999999999,Serafão - Fafe,"Rua de Quintelinha, 675",Fafe,
2745-283,Lisboa,0900,Monte Abraão,geral.900@escutismo.pt,38.7588952,-9.265269,Monte Abraão - Queluz,Igreja Paroquial de Nossa Senhora Fé,Serra da Lua,http://www.agr900.cne-escutismo.pt
4505-686,Porto,0901,Caldas de São Jorge,geral@agr901.cne-escutismo.pt,40.96615,-8.5046497,Caldas de São Jorge,"Avenida da Igreja, 20",Terras de Santa Maria,
4470-840,Porto,0902,Moreira da Maia,agrupamento902@gmail.com,41.2454278,-8.6507782,Maia,Alameda Padre Alcindo Azevedo Barbosa,Litoral,http://www.agrupamento902.com
9580-103,Açores,0903,Santa Bárbara,betabairos@gmail.com,36.9568037,-25.1412316,Vila do Porto,"Lugar da Boavista, S/N",Santa Maria,
9950-000,Açores,0904,Santa Maria Madalena,sequeiralisa@hotmail.com,-8.019422199999999,-34.9005984,Madalena,Rua Conselheiro Avelar,Pico,
2685-108,Lisboa,0905,Sacavém,cneagrupamento905@gmail.com,38.7934274,-9.106625900000001,Sacavém,"Avenida S. José
Nº 32 A",Moinhos de Vento,
4820-749,Braga,0907,Arões,paulo_salgado@msn.com,41.4561768,-8.229863999999999,Fafe,Portela,Fafe,
2790-000,Lisboa,0908,Carnaxide,908carnaxide@gmail.com,38.726208,-9.247254399999999,Carnaxide,Rua Manuel Santos Mónica,Barra,http://www.908carnaxide.pt
2460-160,Lisboa,0909,Alfeizerão,geral.909@escutismo.pt,39.4992553,-9.1008979,Alfeizerão,Rua Luís de Camões Nº 30,Oeste,
3050-157,Coimbra,0910,Casal Comba,geral@agr910.cne-escutismo.pt,40.3652243,-8.4676493,Casal Comba,Sede dos Escuteiros - Rua de Trás-das-Eiras,Centro-Norte,
4560-173,Porto,0912,Irivo,geral.912@escutismo.pt,41.1738373,-8.3332774,Irivo PNF,Rua das Insuas,Este,
7920-000,Beja,0918,Alvito,geral@agr918.cne-escutismo.pt,38.2888382,-8.0385396,Vila Nova da Baronia,Rua Gil Vicente s/n,,
3020-365,Coimbra,0919,Lamarosa,geral@agr919.cne-escutismo.pt,40.2601453,-8.5775579,Lamarosa,Ardazubre,Beira-Mar,
9100-115,Madeira,0921,Santa Cruz,jsalvadormscruz@msn.com,32.6892815,-16.7907398,Santa Cruz,"Rua da Praia, 17",,
3100-081,Leiria,0922,Albergaria dos Doze,geral.922@escutismo.pt,39.7894814,-8.591371799999999,Albergaria dos Doze,Residência Paroquial,,
3100-000,Leiria,0923,S. Simão de Litém,ca.923@escutismo.pt,39.832168,-8.6129309,São Simão de Litém,S. Simão de Litém,,
2450-017,Lisboa,0924,Famalicão,geral.924@escutismo.pt,39.5369708,-9.0833076,Famalicão NZR,Salão Paroquial - Igreja de Nossa Senhora da Vitória,Oeste,
4605-039,Porto,0925,Ataíde,geral.925@escutismo.pt,41.24863209999999,-8.195181,Vila Meã,"Centro Paroquial Cultura e Recreio de Ataíde Avenida Nova, Nº 248",Este,https://www.facebook.com/agrupamento.925.ataide
2830-238,Setúbal,0927,Santo André - Barreiro,geral@agr927.cne-escutismo.pt,38.6406182,-9.059341999999999,Barreiro,"Largo Santo André, 6 - Telha",,http://www.agr927.cne-escutismo.pt
1400-038,Lisboa,0929,Belém,929belem@gmail.com,38.6948829,-9.2006977,Lisboa,Escuteiros Marítimos - Doca de Belém,Lisboa Ocidental,http://agr929.cne-escutismo.pt
2705-195,Lisboa,0932,Colares,cne932colares@gmail.com,38.8066307,-9.442686699999999,Colares,Largo D. Nuno Alvares Pereira - Antiga Escola Primária,Serra da Lua,
4800-000,Braga,0936,Calvos,agrupamento936calvos@hotmail.com,41.446745,-8.199613299999999,Guimarães,Rua Santo André,Guimarães,
